TARGET_B,MONTHS_SINCE_ORIGIN,DONOR_AGE,INCOME_GROUP,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PER_CAPITA_INCOME,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_GIFT_COUNT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT
NO,137,71,7,0,1881,426,20138,5,2,18,34,13,6,15,18,121
YES,29,,,,951,411,20137,3,3,15,12,5,7,26,15,28
YES,17,40,7,,1472,532,20135,1,1,21,6,1,4,10,21,21
NO,17,45,5,,1472,532,20135,0,0,,4,1,4,10,18,18
NO,113,,5,9,1159,419,20132,2,0,18,26,8,4,12,18,102
YES,77,46,6,8,1205,511,20125,3,3,22,21,8,6,12,22,68
NO,17,48,3,,1205,511,20125,1,0,16,6,1,5,12,16,16
NO,17,73,7,,906,503,20124,1,0,16,6,1,5,12,16,16
NO,29,77,4,,605,320,20122,3,1,18,12,3,6,13,18,32
NO,29,70,1,,771,353,20119,3,2,19,11,3,6,13,19,29
NO,77,82,,8,771,353,20119,1,0,26,21,8,5,12,26,69
YES,41,50,3,,1516,519,20117,9,5,19,15,12,6,11,19,40
YES,41,41,3,,742,321,20106,1,0,19,10,2,4,10,19,39
NO,65,35,5,3,898,481,20105,2,0,17,16,5,6,12,17,50
YES,29,61,3,,1048,473,20092,2,1,16,10,3,6,12,16,31
NO,137,48,2,8,1221,436,20091,4,1,17,39,14,8,22,17,111
YES,53,71,4,,950,264,20090,5,3,16,10,7,5,12,16,52
NO,29,72,2,,1217,602,20082,3,1,17,13,3,6,13,17,32
YES,77,42,6,8,914,421,20079,1,0,26,18,4,4,9,26,77
YES,113,,5,,1033,291,20078,3,2,18,22,23,4,8,17,105
NO,17,,,,504,433,20073,1,0,15,5,2,5,12,15,19
YES,101,63,4,9,3515,521,20068,6,5,21,31,25,8,22,4,104
YES,65,51,7,8,2158,576,20066,5,2,15,17,7,6,14,15,57
NO,125,87,1,7,606,388,20060,5,4,17,14,14,4,7,17,125
NO,89,,3,8,996,468,20060,3,2,22,23,8,6,12,22,81
NO,137,44,,7,855,551,20056,1,1,24,30,8,6,12,24,127
NO,137,27,5,9,707,385,20054,6,4,18,32,29,6,24,18,120
NO,29,17,5,,851,238,20048,2,1,24,10,4,3,20,16,28
NO,137,51,6,,973,566,20044,2,1,16,30,10,6,14,16,122
NO,89,,5,9,973,566,20044,3,2,16,23,5,6,14,16,83
NO,137,62,7,9,659,446,20038,2,2,15,31,18,5,12,15,122
YES,137,,5,4,948,545,20038,5,3,15,29,21,5,12,15,130
NO,101,53,,3,386,255,20031,3,2,21,26,10,4,10,21,104
YES,137,77,2,6,1724,455,20019,4,1,15,19,17,4,9,15,127
NO,113,49,1,7,823,294,20013,3,1,17,28,13,6,15,17,102
YES,17,,,,778,473,20008,1,0,20,6,1,4,11,20,20
NO,137,,3,7,832,427,20004,3,1,16,31,18,5,14,16,123
NO,41,,,9,780,443,20004,2,1,30,14,5,4,7,18,45
NO,77,,,,842,500,20002,2,2,16,17,5,5,13,16,75
NO,29,64,5,,1637,618,20002,3,3,17,9,3,6,13,17,24
NO,77,81,,9,1066,398,19995,1,0,19,14,8,5,34,5,69
NO,41,83,1,,910,331,19994,2,1,19,12,3,4,10,19,44
NO,77,,5,9,1077,413,19993,2,1,18,22,6,6,13,18,74
NO,65,51,7,9,1765,542,19984,1,0,18,16,4,4,12,18,57
YES,77,67,5,1,796,367,19983,7,1,15,20,13,5,12,15,75
YES,101,75,4,6,1664,472,19973,3,2,22,28,14,7,17,22,92
YES,137,81,4,7,1079,441,19972,2,0,15,33,25,8,32,5,126
YES,17,,2,,852,344,19967,2,2,17,8,2,6,13,17,20
YES,113,,,8,852,344,19967,3,1,24,15,13,4,8,24,113
YES,29,68,2,,680,181,19962,4,4,21,13,6,6,12,18,33
YES,29,71,4,,724,380,19961,3,2,19,9,3,6,12,19,24
YES,89,83,5,7,1201,317,19960,1,0,16,13,11,2,6,16,92
YES,137,48,4,9,1208,439,19955,1,1,23,26,8,4,10,23,128
NO,29,27,3,,791,317,19947,2,0,18,11,2,6,12,18,27
NO,113,67,4,9,1365,274,19942,2,0,18,27,26,5,12,18,113
YES,41,74,3,,571,295,19940,7,5,17,15,9,6,13,17,41
NO,89,70,,8,1459,377,19935,5,2,13,31,16,9,24,6,78
YES,65,79,5,5,2656,437,19931,5,2,17,20,10,6,14,17,64
YES,137,50,7,9,1801,533,19928,5,4,16,33,25,5,12,16,127
NO,137,86,2,5,1188,293,19926,4,3,16,16,19,3,7,16,127
YES,89,63,7,7,2236,546,19923,2,1,30,24,14,5,12,18,89
NO,53,43,6,9,971,481,19921,2,2,16,14,5,5,12,16,53
NO,17,72,6,,1065,574,19920,1,1,17,3,1,2,5,17,17
NO,77,84,1,6,925,309,19918,4,3,24,24,12,6,11,24,75
NO,41,64,5,,968,378,19917,2,1,17,13,3,6,12,17,41
NO,29,55,4,,766,353,19916,3,2,20,11,3,6,12,20,33
NO,29,32,2,,907,359,19913,6,2,18,15,7,9,19,18,30
NO,137,82,7,7,725,335,19902,2,2,23,31,28,6,29,23,130
NO,113,81,4,4,1470,254,19901,2,0,20,34,27,8,16,20,103
NO,101,76,5,8,755,371,19899,1,1,17,31,21,8,37,6,91
NO,41,45,7,,1166,533,19899,5,2,19,15,7,6,13,19,41
NO,17,48,5,,1231,614,19899,1,1,16,6,1,5,12,16,16
YES,29,61,2,,3261,364,19895,4,3,21,11,4,6,12,21,33
NO,65,36,4,8,894,452,19891,3,2,26,17,5,5,12,26,57
NO,65,53,5,9,820,406,19883,3,1,16,21,8,6,13,16,56
NO,77,54,6,8,820,406,19883,2,0,16,19,6,6,13,16,69
NO,137,,,5,766,357,19881,4,3,17,19,20,3,6,17,128
YES,29,82,1,,1207,284,19872,3,1,18,10,4,6,12,18,29
YES,101,,,,863,406,19862,4,2,16,26,13,6,15,16,98
NO,113,62,5,8,919,508,19860,2,0,19,27,8,6,14,19,105
NO,89,57,,9,819,284,19857,2,2,18,24,6,6,13,18,80
NO,41,71,5,,997,512,19857,7,5,24,16,10,6,11,24,39
NO,101,49,4,,997,512,19857,3,1,26,24,13,5,10,26,93
YES,125,74,1,1,1101,515,19857,2,1,15,29,10,5,12,15,121
YES,137,71,3,8,1314,339,19845,5,2,21,32,21,6,13,21,128
YES,89,65,5,8,793,359,19844,8,6,17,22,14,6,14,17,88
NO,41,,,,883,465,19819,2,2,25,15,3,6,11,25,41
YES,29,42,7,,1884,518,19818,3,2,16,9,5,6,17,16,52
NO,53,70,6,3,780,440,19817,1,0,26,12,2,4,9,26,53
YES,29,46,5,,770,477,19810,2,0,18,10,2,5,11,18,28
NO,41,37,1,8,885,552,19810,1,1,24,14,3,5,11,24,44
YES,137,81,2,2,844,293,19809,4,1,18,32,15,6,15,18,116
NO,101,59,6,7,761,397,19808,3,2,25,23,9,6,11,25,91
YES,41,45,,,2332,508,19798,9,6,16,15,14,6,16,16,40
YES,17,53,7,,1167,558,19797,1,1,17,5,1,4,10,17,17
NO,89,68,7,9,935,312,19796,2,1,19,29,9,6,35,16,78
YES,89,70,2,8,733,316,19790,2,1,16,22,8,5,15,16,81
YES,101,56,2,9,945,398,19790,3,2,24,27,11,6,12,24,105
NO,113,71,4,3,894,527,19786,4,2,19,29,21,6,30,19,111
NO,89,43,7,,1671,615,19785,1,0,29,19,9,6,13,17,79
YES,29,55,5,,1371,560,19773,5,4,17,10,5,6,13,17,28
NO,137,,5,,973,322,19772,1,0,18,27,17,4,11,18,128
YES,137,50,7,,569,356,19771,3,1,16,28,12,6,14,16,126
YES,41,17,3,,674,317,19769,7,4,18,16,11,7,19,6,41
NO,65,,,,963,534,19759,3,2,18,17,6,6,12,18,64
NO,137,83,2,7,787,380,19748,3,1,19,35,38,6,33,18,128
YES,77,45,5,8,2099,588,19738,1,0,17,24,10,6,13,17,75
NO,137,78,2,8,816,332,19737,2,0,15,26,31,4,8,15,130
NO,41,58,3,,1068,456,19736,3,1,23,12,4,6,12,23,33
YES,125,75,4,8,821,390,19734,3,3,16,33,16,6,14,16,124
NO,77,65,5,8,1136,210,19732,2,1,20,20,6,6,13,20,74
NO,89,78,5,7,908,351,19730,5,3,20,25,12,6,13,20,86
YES,101,35,,,1222,423,19730,2,0,24,22,11,4,9,24,105
NO,89,59,7,,2573,582,19730,4,4,16,25,10,11,24,16,79
YES,77,37,7,7,1848,505,19729,7,4,17,21,19,6,13,17,69
YES,137,58,7,7,1614,518,19728,5,4,21,31,16,6,12,18,125
YES,41,75,2,,801,324,19724,7,6,17,15,10,6,13,17,41
YES,113,,4,4,2959,404,19718,1,1,24,27,9,6,12,24,112
YES,65,,,,1305,391,19716,4,1,17,16,7,6,15,17,63
NO,137,78,1,6,841,398,19716,2,1,18,30,12,5,12,18,115
YES,77,,7,,1989,526,19716,5,2,15,21,10,6,13,15,76
NO,113,,,,846,540,19716,7,5,16,29,19,6,24,16,105
YES,77,47,7,,1521,412,19703,2,1,24,17,7,4,9,24,76
YES,89,,,,1002,633,19703,4,1,18,10,11,0,2,18,86
YES,125,82,2,2,686,356,19695,2,0,20,29,8,6,13,20,122
YES,89,,,,550,249,19689,4,1,18,14,23,1,2,18,85
YES,29,45,6,,964,439,19681,2,1,15,7,2,3,10,15,29
YES,113,69,6,5,1642,275,19679,2,2,24,29,12,6,11,24,112
YES,137,76,2,7,1625,392,19656,3,2,16,30,27,6,14,16,129
YES,41,,,,3201,497,19656,7,5,20,15,10,6,12,18,42
YES,41,62,6,9,1149,504,19641,1,0,19,15,4,5,11,19,44
YES,125,,7,9,1101,538,19641,0,0,,27,6,6,12,23,123
NO,113,37,5,6,1107,316,19640,2,1,18,25,9,4,7,18,113
NO,137,77,,9,1295,562,19640,4,2,19,24,11,3,7,19,118
NO,137,59,2,6,1028,351,19634,2,0,18,28,12,6,13,18,125
YES,113,86,6,9,965,356,19633,2,1,24,25,13,6,13,18,105
NO,29,53,1,,943,263,19630,5,2,16,11,6,6,14,16,32
NO,101,45,2,7,656,323,19630,6,3,16,26,20,5,12,16,93
YES,101,80,3,6,895,334,19627,4,2,18,24,13,4,11,18,92
YES,29,,7,,2067,489,19624,0,0,,8,1,6,25,23,23
NO,77,69,,9,1228,574,19623,7,3,17,23,16,6,14,17,68
NO,29,73,5,,1262,573,19620,2,1,18,11,2,6,11,18,27
YES,29,43,4,,825,564,19618,3,1,22,9,3,5,11,22,32
YES,57,,,,2083,329,19613,8,5,9,23,52,13,34,6,57
NO,77,38,6,,1493,498,19611,2,1,17,19,7,6,13,17,77
YES,77,57,,5,500,291,19609,1,0,20,19,6,6,12,20,74
NO,137,87,7,8,975,489,19608,4,4,21,32,13,6,13,21,126
YES,17,68,4,,2776,651,19603,2,2,15,7,2,5,10,15,21
NO,137,,3,8,833,398,19600,3,0,19,38,25,13,42,6,128
NO,29,29,3,,833,398,19600,5,3,19,12,5,6,13,19,32
NO,41,,,,1230,486,19590,3,2,21,12,5,6,13,18,34
NO,29,56,2,,1218,324,19587,5,2,18,10,6,6,12,18,32
YES,65,,6,9,1952,483,19585,8,5,18,19,18,5,12,18,57
NO,17,37,6,,1415,365,19571,1,0,16,6,1,5,12,16,16
NO,77,54,6,8,1152,351,19569,4,3,18,24,15,5,26,18,77
YES,17,59,6,,2424,426,19561,1,1,17,6,2,5,12,15,17
NO,101,77,6,6,2424,426,19561,1,0,18,25,19,5,13,18,101
NO,17,57,5,,767,518,19559,1,1,19,5,1,4,10,19,19
YES,29,,,,2750,252,19558,2,1,18,8,3,6,12,18,23
NO,137,66,2,7,990,434,19558,1,0,26,34,24,5,12,26,128
NO,89,66,5,,858,423,19555,3,0,15,21,11,6,13,15,81
NO,53,50,7,9,1660,522,19555,0,0,,17,3,5,12,17,52
YES,29,68,7,,1171,483,19553,4,3,15,10,5,6,12,15,28
NO,53,,,9,1171,483,19553,2,1,22,15,4,6,13,22,51
YES,89,31,3,,683,449,19552,3,2,15,20,16,3,10,15,88
YES,53,,5,8,894,423,19549,2,2,22,15,4,5,11,22,52
NO,89,,2,8,1163,549,19548,2,1,16,24,6,6,14,16,88
NO,41,33,5,,1333,349,19545,1,1,24,15,3,6,11,24,38
YES,53,,,8,2377,633,19545,6,2,18,17,9,6,11,18,52
NO,77,47,,3,2377,633,19545,7,6,21,23,31,6,19,18,69
NO,137,36,4,8,833,432,19540,1,1,17,31,11,6,14,17,123
YES,77,57,6,9,824,514,19537,3,0,19,20,6,6,13,19,76
YES,137,38,5,6,948,531,19537,9,5,15,32,33,5,12,15,128
NO,65,58,4,6,948,531,19537,3,2,19,21,9,6,13,19,63
NO,41,70,5,,686,310,19533,3,2,21,11,4,6,12,21,35
YES,29,76,4,,1139,303,19525,2,2,23,10,2,4,10,23,33
NO,77,53,4,9,1150,528,19524,1,1,26,25,8,5,27,6,76
NO,29,49,7,,1150,528,19524,4,3,20,11,4,6,11,20,33
YES,29,,5,,2549,610,19524,2,1,19,9,2,6,12,19,24
YES,77,34,4,9,960,479,19518,2,1,18,19,5,6,13,18,67
YES,65,67,5,8,3373,633,19518,2,1,17,16,4,6,13,17,55
NO,17,57,4,,1080,453,19514,1,1,17,6,1,5,11,17,17
NO,65,71,7,7,1041,405,19513,3,1,18,16,4,6,13,18,56
YES,41,,5,,3912,351,19508,6,5,18,14,7,6,13,18,40
NO,29,61,5,,1039,480,19495,3,1,18,13,3,6,13,18,33
NO,77,86,,6,1142,369,19493,5,4,22,23,21,6,12,22,67
YES,89,82,2,7,1008,450,19493,4,2,18,25,13,6,13,18,81
YES,41,,5,,1342,552,19488,4,2,20,14,5,6,12,20,40
YES,65,37,7,7,1006,282,19466,7,6,12,25,15,9,21,12,63
NO,17,67,2,,870,417,19466,1,1,21,7,3,5,25,21,27
YES,41,76,1,,3447,357,19465,5,4,16,18,9,6,27,16,43
YES,41,59,6,,3617,549,19464,8,6,17,15,9,6,12,17,41
YES,19,55,5,,916,338,19463,1,1,18,10,3,9,24,6,19
YES,101,,,9,2322,506,19463,10,7,17,28,29,6,13,17,105
NO,137,72,2,,532,432,19462,3,2,15,33,17,5,12,15,127
YES,41,51,5,,1299,577,19461,6,5,16,15,8,6,13,16,45
YES,77,54,4,7,858,388,19457,8,6,23,23,28,6,13,23,68
NO,17,,,,727,323,19446,2,1,17,7,3,6,14,17,20
YES,17,,5,,1034,488,19446,1,1,17,5,3,2,18,16,19
NO,137,76,4,,1034,488,19446,1,0,27,29,23,5,31,4,127
YES,65,,,5,1128,267,19444,2,0,25,18,5,6,15,25,56
NO,125,83,,5,1128,267,19444,3,1,18,33,16,6,13,18,125
YES,77,65,4,9,892,380,19444,2,2,18,21,5,6,13,18,75
YES,41,,,,1180,513,19444,3,1,17,8,4,5,12,17,40
NO,101,73,4,9,596,555,19442,2,0,19,22,6,6,13,19,90
YES,41,69,6,,3608,336,19440,1,1,24,14,2,6,11,24,43
NO,53,81,3,7,824,318,19439,3,0,19,12,5,6,14,18,49
YES,29,,,,2423,527,19438,3,2,22,11,3,6,13,22,27
YES,53,,,3,1020,523,19432,2,1,17,20,4,6,13,17,52
NO,41,51,1,,1666,353,19430,1,0,16,11,3,4,10,16,38
YES,17,74,6,,928,409,19428,1,1,16,6,1,5,12,16,16
NO,113,72,2,6,1114,265,19424,2,2,23,30,14,6,13,18,101
YES,53,,3,8,1034,511,19422,4,2,19,13,7,4,9,19,53
NO,137,,,1,1100,573,19415,8,5,17,55,40,12,26,17,114
NO,89,86,1,8,1046,433,19411,2,1,16,16,5,5,12,16,79
NO,101,54,4,7,698,388,19410,4,3,18,23,21,6,13,18,92
NO,29,,,,1656,338,19408,6,2,15,8,6,6,14,15,31
NO,29,21,4,,1319,473,19407,2,2,21,9,4,6,15,18,24
YES,29,49,5,,1045,528,19402,2,2,21,9,2,6,12,21,23
NO,77,84,1,7,805,432,19401,1,0,30,23,9,6,30,16,74
YES,41,,,,3259,267,19399,8,4,16,15,9,6,13,16,41
YES,77,61,2,6,810,295,19398,1,0,18,20,9,6,13,18,69
NO,53,71,1,7,839,403,19391,2,2,29,18,7,6,13,18,53
NO,77,62,3,,1204,502,19390,2,0,18,17,6,4,11,18,77
NO,125,,,3,910,240,19388,12,4,15,46,76,10,28,15,125
YES,113,,5,5,537,365,19387,5,4,17,21,12,6,14,17,101
NO,29,67,4,,1367,517,19384,3,2,15,9,4,4,10,15,32
YES,89,38,2,6,1325,381,19380,5,2,19,25,17,5,13,19,79
YES,65,49,7,3,1478,576,19378,2,0,18,19,8,6,13,18,55
NO,29,54,6,,1478,576,19378,3,2,21,11,3,6,12,21,32
NO,137,68,5,9,1478,576,19378,3,2,20,30,10,6,13,20,122
YES,113,51,4,,2113,422,19377,1,1,21,27,13,6,29,7,113
NO,65,40,7,9,942,569,19371,1,0,25,16,3,6,11,25,56
NO,137,7,,9,1153,576,19366,3,2,18,25,16,3,7,18,120
NO,65,70,1,,1169,491,19352,4,3,21,18,7,6,12,21,63
NO,125,77,,9,1089,501,19352,2,0,18,28,11,4,11,18,121
NO,29,55,1,,1042,307,19342,5,3,17,10,7,6,13,17,29
NO,113,7,2,4,3617,306,19337,4,4,18,29,13,6,13,18,113
YES,113,,1,4,1304,205,19336,4,3,20,30,11,6,15,20,110
YES,137,76,5,,3540,277,19332,6,3,16,24,13,6,13,16,122
NO,137,54,4,7,841,445,19330,4,4,23,33,17,5,11,23,115
NO,137,61,4,7,841,445,19330,6,3,24,32,14,6,11,24,121
YES,125,81,5,9,876,364,19328,3,1,15,29,9,6,14,15,113
YES,113,69,3,8,1205,246,19319,7,3,16,28,17,6,13,16,113
YES,89,39,,7,2051,523,19319,2,1,18,28,11,6,13,18,86
YES,101,79,4,6,2449,464,19318,2,1,16,24,13,4,8,16,104
YES,29,,,,607,279,19317,2,2,24,9,2,4,10,24,29
NO,29,,7,,1304,528,19316,5,2,15,14,10,7,30,15,33
NO,101,,5,,627,302,19315,3,3,20,16,11,5,13,20,90
YES,137,83,4,7,2213,436,19314,4,4,16,31,17,6,14,16,127
YES,77,74,4,9,1089,541,19313,4,0,18,26,18,8,31,4,75
NO,41,84,5,8,856,404,19311,2,1,18,15,3,6,13,18,44
NO,125,43,,7,875,425,19309,2,1,26,26,8,4,10,26,125
NO,89,82,5,6,1125,407,19306,8,6,19,24,17,6,15,19,78
YES,89,47,4,6,900,273,19298,2,2,18,27,20,6,13,18,92
NO,41,42,7,7,784,416,19298,2,1,19,13,3,6,12,19,45
NO,113,,5,8,905,474,19298,3,1,18,29,8,10,25,6,105
NO,113,79,5,9,821,470,19294,3,1,20,29,22,5,12,20,111
NO,65,73,3,9,1000,528,19294,6,2,15,18,12,3,9,15,65
NO,53,48,5,8,432,477,19289,1,0,24,15,3,6,11,24,53
NO,101,,5,8,944,320,19288,3,2,21,27,19,6,14,18,101
NO,101,55,5,9,1157,607,19288,1,0,26,18,4,4,9,26,93
YES,5,75,2,,1093,366,19287,4,3,19,14,15,4,10,4,68
YES,41,33,6,,1133,596,19287,4,3,16,14,6,6,13,16,40
NO,77,81,2,9,1552,334,19285,4,2,19,20,10,7,31,4,68
YES,89,41,5,9,1136,505,19283,2,2,24,23,15,6,12,24,81
YES,53,31,5,8,1064,394,19272,1,1,17,15,4,6,14,17,53
YES,89,66,4,7,1014,313,19264,5,1,15,25,19,6,14,15,79
YES,29,,,,1602,309,19258,7,4,15,10,8,6,13,15,29
YES,77,32,5,6,872,534,19255,2,0,18,22,6,6,25,6,67
NO,125,69,1,,879,416,19254,9,7,21,28,28,6,28,9,118
NO,29,,,,1039,525,19249,1,1,24,16,7,5,11,24,78
NO,113,81,2,6,1125,313,19248,3,3,16,30,13,6,27,16,113
YES,113,75,2,7,883,374,19246,3,0,19,24,24,4,10,19,110
NO,101,68,3,5,1629,406,19246,2,1,18,42,17,14,45,8,90
NO,53,58,3,7,703,273,19239,0,0,,16,8,5,10,26,53
YES,137,78,,6,913,335,19239,4,1,19,34,16,6,14,19,127
YES,113,63,3,8,1165,489,19234,2,1,24,26,7,6,11,24,105
YES,101,,,,1165,489,19234,3,1,19,16,10,2,7,19,93
YES,29,43,6,,2220,550,19233,4,2,18,14,9,8,31,8,44
YES,41,,7,,3573,460,19230,2,2,16,12,4,6,14,16,44
NO,17,,,,773,291,19228,1,0,20,7,1,5,11,20,20
NO,41,75,5,,819,492,19228,3,1,26,14,4,5,10,26,40
NO,137,27,,4,910,415,19227,3,0,18,33,17,6,15,18,127
NO,137,65,6,8,1081,531,19224,3,2,24,33,21,6,12,24,128
YES,89,49,6,6,2541,423,19220,3,3,16,24,7,6,14,16,80
NO,53,46,6,8,1375,615,19218,2,0,20,17,5,6,13,20,53
YES,137,47,4,8,860,458,19217,12,9,16,34,45,5,13,16,129
YES,41,29,4,1,542,211,19216,4,2,15,16,5,6,14,15,44
YES,137,72,,6,1060,340,19213,4,4,24,30,24,5,10,24,129
YES,17,,,,1060,340,19213,1,1,18,6,2,5,18,9,18
NO,137,47,5,9,1023,547,19210,2,0,15,27,20,5,27,6,123
NO,77,51,7,4,3230,263,19209,2,1,15,26,28,7,30,6,76
NO,65,64,3,8,879,423,19209,4,3,15,19,9,5,12,15,57
NO,101,,4,,889,449,19209,3,2,17,21,10,5,11,17,100
NO,29,39,,,972,522,19201,1,1,23,7,1,3,8,23,23
NO,65,76,5,9,1680,537,19200,7,6,17,19,10,6,14,17,56
NO,53,75,,2,927,447,19198,3,2,26,15,5,5,10,26,53
YES,17,43,2,,1392,343,19194,1,1,17,5,1,4,10,17,17
NO,17,45,7,,1389,508,19191,1,1,20,7,1,5,11,20,20
NO,101,66,,7,686,329,19190,1,1,16,21,6,6,14,16,90
YES,17,69,,,1373,379,19190,3,2,17,8,4,6,16,17,20
NO,101,77,,5,1259,417,19186,3,2,18,25,18,6,14,18,94
YES,53,45,6,,1458,299,19185,4,4,16,19,11,5,12,16,53
NO,41,75,7,6,1087,326,19185,5,4,24,17,9,6,11,24,44
NO,137,37,4,6,1087,326,19185,2,0,26,29,15,5,10,26,116
YES,29,50,6,,1203,290,19183,2,2,18,10,2,6,13,18,28
YES,41,,,,1257,231,19180,6,5,20,15,8,6,12,18,40
YES,125,74,3,,403,197,19178,2,2,24,28,17,4,10,24,124
YES,29,82,2,,967,254,19177,5,2,15,9,6,5,12,15,32
YES,65,,,0,2250,340,19170,3,1,18,15,5,6,12,18,57
YES,41,65,,5,1337,223,19166,5,1,19,13,6,6,13,19,45
YES,53,45,7,7,3260,509,19165,1,0,18,17,4,6,14,18,52
YES,113,84,,8,706,391,19160,1,0,26,24,15,4,9,26,113
NO,41,,,,1365,618,19156,2,1,17,13,4,6,13,17,39
YES,125,70,2,6,578,310,19153,9,6,18,32,30,6,13,18,122
NO,113,39,5,9,578,310,19153,2,1,27,28,11,6,13,18,113
NO,125,72,1,2,962,357,19153,5,3,16,30,20,5,10,16,124
YES,65,86,3,7,1240,395,19153,7,5,15,20,16,6,13,15,57
YES,89,76,5,2,1504,381,19152,3,3,17,24,20,5,9,17,79
YES,89,66,1,8,3570,471,19152,3,2,16,24,11,5,14,16,88
YES,53,,5,7,3010,410,19149,6,4,18,19,12,6,13,18,51
YES,17,45,6,,1390,441,19141,1,1,16,5,1,4,11,16,16
NO,53,66,1,9,873,423,19139,5,4,21,20,10,6,13,18,53
NO,17,68,4,,824,295,19138,1,1,21,5,1,3,9,21,21
YES,17,,,,851,299,19138,1,1,16,2,1,1,5,16,16
YES,77,44,5,8,1076,490,19138,3,1,20,22,11,4,12,7,74
YES,77,74,5,8,2768,550,19134,3,2,16,19,10,5,12,16,76
NO,89,61,7,8,810,378,19130,3,1,27,23,9,5,11,27,81
NO,89,75,2,,933,444,19126,2,1,21,16,5,6,12,21,81
NO,29,31,3,,1455,268,19115,1,1,24,7,1,4,10,24,24
NO,29,62,5,,1164,532,19108,3,2,25,12,3,6,11,25,33
NO,53,45,4,5,793,313,19106,8,5,16,19,13,6,14,16,52
NO,89,42,5,8,1024,373,19106,0,0,,24,6,6,15,18,87
NO,41,48,5,8,1678,393,19106,2,1,16,12,3,5,12,16,44
YES,89,78,5,,881,297,19104,7,2,16,23,14,6,14,16,86
NO,65,77,4,6,1250,312,19104,2,0,26,21,9,5,11,26,64
YES,113,83,3,5,625,246,19102,1,0,26,27,11,6,14,9,104
YES,41,,1,,1250,367,19095,7,3,15,15,11,6,12,15,41
NO,29,79,3,,623,357,19092,2,1,15,9,2,5,11,15,28
YES,101,72,1,0,1163,402,19090,3,1,18,22,16,5,13,18,91
YES,41,,3,,714,387,19088,5,5,24,16,9,6,12,24,40
NO,137,63,7,8,924,424,19088,1,0,18,32,21,7,33,10,121
YES,89,53,,,2043,364,19087,2,0,15,17,6,4,11,15,81
NO,125,,4,5,1609,420,19086,9,6,17,30,43,5,12,17,119
YES,29,,,,1286,500,19082,4,3,18,6,6,2,7,18,33
NO,89,,,,1286,500,19082,6,4,17,19,32,6,14,16,85
NO,113,,,7,668,458,19077,2,1,18,25,15,5,11,18,105
NO,29,34,3,,675,332,19076,4,3,16,9,5,6,14,16,23
YES,53,70,5,9,1089,570,19074,1,0,26,12,2,4,9,26,52
NO,89,74,3,9,847,528,19073,2,0,18,21,15,5,14,18,81
YES,137,17,,8,459,116,19070,6,1,19,31,26,6,13,19,126
YES,101,67,4,3,1269,282,19069,5,2,19,20,15,4,9,17,93
NO,113,78,2,7,1663,493,19044,2,1,26,31,14,6,35,14,109
YES,41,,6,9,3156,645,19043,5,2,15,15,8,5,12,15,44
YES,137,72,5,6,896,334,19042,7,4,16,34,36,6,29,16,130
YES,41,45,6,,831,242,19039,7,3,16,14,8,6,16,16,45
YES,29,37,5,,1873,394,19031,1,1,24,6,1,3,7,24,24
YES,65,45,5,8,803,423,19029,1,0,18,13,3,4,12,18,57
NO,17,53,7,,1681,532,19024,1,1,21,6,1,4,10,21,21
NO,41,78,2,,1202,447,19021,5,1,16,18,9,7,14,16,44
NO,89,49,7,8,1202,447,19021,6,0,16,19,13,4,8,16,79
YES,77,73,,9,2083,264,19012,3,3,17,19,8,6,13,17,77
NO,137,58,,9,2083,264,19012,2,0,19,32,11,6,13,19,129
NO,137,42,2,8,747,425,19011,4,1,19,30,19,6,13,19,113
NO,89,53,,9,1126,609,19008,1,0,19,24,7,6,13,17,86
NO,53,45,6,,709,362,19006,2,1,18,14,4,6,12,18,53
YES,29,67,5,,2741,414,18997,2,2,17,9,2,6,12,17,24
NO,137,51,5,9,1231,610,18996,2,0,18,26,13,4,12,18,130
NO,53,70,6,9,867,452,18981,2,1,22,15,4,6,12,22,53
NO,17,43,7,,1281,550,18981,2,0,15,6,2,5,12,15,20
YES,89,,6,4,2211,592,18973,7,4,18,22,11,6,14,18,80
YES,101,61,5,9,719,365,18970,6,4,15,25,20,6,13,15,93
NO,29,71,2,,631,310,18966,5,2,18,12,5,6,13,18,32
YES,77,67,3,4,1204,444,18966,5,5,21,20,10,6,22,18,76
NO,41,,,,782,384,18964,5,5,22,12,8,5,10,22,41
NO,53,38,5,8,782,384,18964,6,5,17,17,14,5,12,17,53
NO,113,74,4,8,862,446,18960,2,2,21,25,13,6,32,9,113
NO,29,71,4,,953,457,18960,3,3,18,10,3,6,13,18,29
NO,29,46,5,,747,366,18957,3,2,18,11,3,6,13,18,27
NO,137,37,5,7,747,366,18957,2,1,20,30,18,4,11,20,123
YES,137,,5,4,1914,351,18951,1,1,21,28,11,4,11,21,126
NO,29,,6,,926,367,18950,1,1,23,9,2,6,13,23,24
NO,53,49,4,8,818,328,18948,5,2,15,17,8,6,12,15,53
